,Unnamed: 0,Unnamed: 0.1,Tweet,label
26,26,26.0,bantu likuiditas bank indonesia urus megawati tol junjung manaaaa,1.0
27,27,27.0,sosok megawati soekarno putri salah sosok perempuan indonesia pimpin partai politik tinggal kodrat salut tabik selamathariibu pdipmetal,0.0
28,28,28.0,bencana zaman orde sekolah dasar soeharto kali bencana gus dur kali bencana megawati kali bencana susilo bambang yudhoyono kali bencana jokowi kali bencana sumber tempo,0.0
29,29,29.0,hati nama hati hati lupa sakit benci selamat pagi megawati,0.0
30,30,30.0,telepon megawati kapitra batal lapor susilo bambang yudhoyono polisi,0.0
31,31,31.0,partai adil sejahtera megawati produk poligami psi tentang klik rmol poligami,0.0
32,32,32.0,umpama megawati tinggal,0.0
33,33,33.0,zaman soeharto krismon kira zaman megawati,0.0
34,34,34.0,djarot aku partai besut megawati soekarno putri kuat banten safarikebangsaanbanten anonymous tngsl,0.0
35,35,35.0,presiden sadar imam megawati shaf laki lepas imam musala solo harga cita nya baik tebus dosa janji nya tepat amin,0.0
36,36,36.0,rombong beli ikan teri khusus jokowi kiai ruf megawati safarikebangsaanroadshowsumut anonymous,0.0
37,37,37.0,selamat sukses budi waseso kwarnas pramuka habibie megawati susilo bambang yudhoyono nasihat,0.0
38,38,38.0,selamat megawati soekarno putri ibukunomersatu motherday happymothersday,0.0
39,39,39.0,jokowi boneka megawati jokowi milik diri kebijaakannya kamisjokowioptimis,0.0
40,40,40.0,salah blok serang pro duta zaman susilo bambang yudhoyono orang karir menteri negeri duta jabat direktur angkat zaman presiden megawati usul duta bos menteri negeri hasan wirajuda susilo bambang yudhoyono lantik istana,0.0
41,41,41.0,djoksan isu ham muncul prabowo duet megawati news teropongsenayan connectsindonesia,0.0
42,42,42.0,wakil genbi sulawesi saudari megawati hasil harga serta baik arista harga kelompok outbound baik tri hastuti harga kelompok baik leadership camp iv,0.0
43,43,43.0,cerita megawsti mimpi nabi pakai jubah putih temu daddy arti cerita megawati tebus salah ayah bangsa papua,0.0
44,44,44.0,megawati wijaya alumnus tanoto scholar indonesia software engineer aka intelligence usaha kembang cerdas buat seoul korea selatan tau profil mega klik menjaditeladan,0.0
45,45,45.0,rekam jejak milu sila simak video amp lupa ilah tanggap megawati jokowi maksud perilaku jokowi najwa ikut megawati presiden kurus,0.0
46,46,46.0,rombong sempat beli ikan teri khusus jokowi kiai ruf megawati mnangkanhatrakyat safarikebangsaanroadshowsumut,0.0
47,47,47.0,poligami megawati lahir unknown,0.0
48,48,48.0,cc megawati,0.0
49,49,49.0,jembatan suramadu diri presiden megawati soekarno putri resmi presiden susilo bambang yudhoyono madurajuara,0.0
50,50,50.0,kejam sok zalim peristiwa kudatuli rusuh juli alas orde partai demokrasi indonesia megawati lenyap catat ya megawati gagah ketimbang sang jenderal bawa asa jenderal kardus dramabaliho,1.0
51,51,51.0,pas sekolah dasar zaman megawati lengser gaya gaya teman teman mabuk mabuk beli sandy perak mabuk kembung iya kuingatsaatdahulu,0.0
52,52,52.0,selamat perempuan hebat dunia selamat megawati soekarno putri ibukunomersatu motherday happymothersday jokowimembangundesa,0.0
53,53,53.0,prabowo wakil calon presiden megawati diam ya,0.0
54,54,54.0,aneh partai bangkit bangsa padal gus dur depak istana megawati megawati kudeta gus dur dewan wakil rakyat aneh partai bangkit bangsa dukung partai demokrasi indonesia juang usung jokowi partai bangkit bangsa menghianati gus dur,0.0
55,55,55.0,nama ya amin rais megawati gus dur,0.0
56,56,56.0,megawati soekarno putri partai demokrasi indonesia juang selamat ingat geulis seknas ri juang partai demokrasi indonesia juang jabar,0.0
57,57,57.0,grace tsamara giring nidji partai psi kena semprot megawati polling pilih presiden hasil survei elektabilitas prabowo sandi lawan jokowi ruf amin lembaga survei indonesia network election survei indonesia network election survey gelar survei elektabilitas kandidat,0.0
58,58,58.0,infopdipjatim bantu korban tsunami selat sunda megawati kirim tim baguna,0.0
59,59,59.0,anda haji umrah tiada boros mending uang kaum duafa miskin adek armando kubu jokowi percaya kiamat bilang kaum khayal megawati kubu jokowi,0.0
60,60,60.0,susilo bambang yudhoyono megawati nadiem makarim nasihat pramuka,0.0
61,61,61.0,amat megawati regenerasi partai demokrasi indonesia juang jalan mulus,0.0
62,62,62.0,mantan panglima tentara nasional indonesia isu ham prabowo pasang megawati,0.0
63,63,63.0,gue paham megawati suka judes susilo bambang yudhoyono,0.0
64,64,64.0,parah tutup megawati presiden polisi republik indonesia alat kampanye kuasa polisi sektor temu seragam partai politik sifat tutup neta jumat,0.0
65,65,65.0,pas jaman bu megawati,0.0
66,66,66.0,megawati susilo bambang yudhoyono nasihat gera pramuka,0.0
67,67,67.0,megawati soekarno putri pensiun kursi ketua partai demokrasi indonesia juang,0.0
68,68,68.0,ya subsidi puan budiman megawati mewek susilo bambang yudhoyono turun,0.0
69,69,69.0,gue rasa presiden soeharto habibie gus dur megawati susilo bambang yudhoyono jokowi baik jokowi moga rakyat indonesia lupa sejarah orde kuasa cegah,0.0
70,70,70.0,rezim megawati bang,0.0
71,71,71.0,serikali ya sasa inasimamia mradi wa maji toka mwanza had shinyanga na tabora ujenzi wa reli ya ya umeme mradi wa umeme wa maporomoko ya maji wa megawati huko rufiji steaglers gorge na kununua ndege kisasa innocent kalogeresi mwenyekiti wa ccm mkoa wa morogoro mnec,0.0
72,72,72.0,megawati produk poligami psi tentang,1.0
73,73,73.0,dear lovely anjink babi gin main stasiun palmerah susah sinyal bangsat bu megawati jual asu maaf salah tulis surat ucap terima kasih,1.0
74,74,74.0,id ri megawati partai demokrasi indonesia juang kuasa anak anak partai komunis indonesia komunis lindung dalam susun kuat wajib rawan negeri biar indonesia raya kaya besar dunia bancak kaum komunis asing amp asing,1.0
75,75,75.0,pikir megawati presiden buruk ferdinan jokowi buruk,0.0
76,76,76.0,almarhum gus dur henti jalan amp ganti kekuasaanya megawati kah kiai ruf amin,0.0
77,77,77.0,tukang menang zaman susilo bambang yudhoyono megawati puan hasto cebong mngue mending menang mulut sampah tukang ngumpat amp kasar susilo bambang yudhoyono kasar beliau beliau tau batas air mata kemarahanya tangan umpat,1.0
78,78,78.0,selamat emban amanah hj megawati soekarno putri bambang irawan sh ketua dewan pimpin cabang juang kabupaten purbalingga partai demokrasi indonesia juang jawa kembali jaya banteng konsolidasi struktural rapat baris,0.0
79,79,79.0,megawati peluk pimpin perintah pimpin agama,0.0
80,80,80.0,prabowo pernh megawati susilo bambang yudhoyono dikhianatii orang bimbing sandiaga uno mnyerang kh maruf amin kh maruf amin kali serang sandiaga,0.0
81,81,81.0,megawati papar ideologi pancasila fasih ayah presiden,0.0
82,82,82.0,google guys mantap see i agree was said i saw it,0.0
83,83,83.0,beban jokowi prabowo satu titip rawat negara mbah momen megawati rumah megawati pamit haji,0.0
84,84,84.0,korupsi bansos covid komisi berantas korupsi potensi periksa megawati amp hasto,0.0
85,85,85.0,nyata mohon maaf amp sesal guru kki agama jakarta sukirno presiden ri megawati soekarno putri rakyat daerah khusus ibukota jakarta khilaf spontan nya tes uji nilai sekolah,0.0
86,86,86.0,detik detik guru buat anies megawati interogasi anggota dewan wakil rakyat daerah,0.0
87,87,87.0,menteri sosial wabendum partai demokrasi indonesia juang korupsi bansos covid komisi berantas korupsi desak berani periksa megawati,0.0
88,88,88.0,menteri sosial juliari batubara duga alir hasil korupsi bantu sosial covid kolega partai demokrasi indonesia juang biaya pilih kepala daerah desember tempo komisi berantas korupsi berani panggil megawati,0.0
89,89,89.0,weh jam jam gin segar banget minum air bekas rendam kaki megawati,0.0
90,90,90.0,talib bantai kaum intelektual kelas tengah marjinal perempuan tolong indonesia islam buka pakai pikir talib megawati presiden sri mulyani retno marsudi sus pudjiastuti menteri,0.0
91,91,91.0,soekarno tokoh proklamator soeharto tokoh bangun habibie tokoh teknologi gus dur tokoh manusia megawati tokoh jual aset bangsa susilo bambang yudhoyono tokoh stabil jokowi tokoh isi catat kunci,1.0
92,92,92.0,proyek bangun gedung temu buntal klaten rencana nama grha megawati alokasi anggar rupiah miliar anggar dapat belanja daerah lokasi proyek bangun gedung belah terminal insinyur soekarno klaten seberang stasiun klaten jalan kartini,0.0
93,93,93.0,judul orang baik jokowi partai partai demokrasi indonesia juang dik megawati,0.0
94,94,94.0,sah partai adil sejahtera cundang partai demokrasi indonesia juang periode malu megawati,0.0
95,95,95.0,sunat takut amp patuh janda megawati hilang hati nurani puas harta amp tahta,1.0
96,96,96.0,megawati kumpul gigawati,1.0
97,97,97.0,ketua front bela islam camat galang welly putra tangkap polisi daerah sumatra utara kali welly tangkap unggah foto hoaks gambar megawati soekarno putri gendong presiden jokowi basmi kovid hancur front bela islam nowornever fpifrontpakarintoleran,0.0
98,98,98.0,beban jokowi prabowo satu titip rawat negara pesan mbah momen megawati rumah megawati pamit laksana haji repost generasimudanu,0.0
99,99,99.0,mega oh hasto oh korupsi bansos covid komisi berantas korupsi potensi periksa megawati amp hasto,0.0
100,100,100.0,sakti wahyu trenggono tugas putra ketua partai demokrasi indonesia juang megawati soekarno putri prananda prabowo tim tugas tentu titik titik daerah blusuk jokowi,0.0
101,101,101.0,innalillaahi wainnailaihi rooji uji nasional allahummaghfirlahu warhamhu wa afihi wa fuanhu insya allah arwah almarhum tempat posisi baik sisi presiden gus dur partai demokrasi indonesia juang tempat roy janis kabinet menpora tolak ketua partai demokrasi indonesia juang megawati,0.0
102,102,102.0,doa jokowi megawati pendek umur habib idrus sangka kerumun,0.0
103,103,103.0,berani bongkar fakta fakta perintah partai demokrasi indonesia juang politikus colek megawati munir,0.0
104,104,104.0,jokowi butuh sosok menteri ekonomi politik hukum aman susilo bambang yudhoyono era megawati,0.0
105,105,105.0,anak gelap ajar benci pikir agama benci budaya indonesia salah turun cina juang merdeka ajar benci megawati jokowi aparat thogut dewasa tewas sjw teriak tegak ham,0.0
106,106,106.0,indonesia milik presiden perempuan megawati perempuan indonesia bangkit tuai prestasi tanggu keluarga karya masyarakat ibutangguh perempuanpejuang perempuanpancasila,0.0
107,107,107.0,salah tangguh indonesia megawati beliau presiden wanita indonesia moga depan wanita tangguh indonesia sejahtera ibutangguh perempuanpejuang perempuanpancasila,0.0
108,108,108.0,pandemi megawati cuci tangan,0.0
109,109,109.0,korupsi bansos covid komisi berantas korupsi potensi periksa megawati amp hasto harun mas lihat hasto menceret kejang menceret virus deteksi duga hasto tau mana hem,0.0
110,110,110.0,lapang jumpa krgnya lindung perempuan anak keynote speechnya mantan pres megawati peran tangguh sejarah indonesia mari bersatupadu kaum perempuan indonesia ibutangguh perempuanpejuang perempuanpancasila,0.0
111,111,111.0,beliau pulang btgjwb copot beliau pentol kubu religius amien rais pentol kubu nasionalis megawati kelahi kerja gus dur,0.0
112,112,112.0,oh iya pikir ya front bela islam rusuh bal kayak megawati kalah almarhum gus dur bukti fpimeresahkanbangsa bukti fpimeresahkanrakyat,0.0
113,113,113.0,jengkel lo megawati,0.0
114,114,114.0,megawati menggarisbawahi perempuan anak anak lindung negara perempuan tangguh hak lindung jaga anak anak bangsa ibutangguh perempuanpejuang perempuanpancasila,0.0
115,115,115.0,hina jokowi amp megawati najis jijik kerja partai goblok partai demokrasi indonesia kontol juang,1.0
116,116,116.0,beban satu titip rawat negara mbah momen megawati rumah megawati pamit haji ansorbelanegeri,0.0
117,117,117.0,korupsi bansos covid komisi berantas korupsi potensi periksa megawati amp hasto,0.0
118,118,118.0,tangguh perempuan indonesia lapang kontradiktif lindung anak esensial hadap perempuan indonesia megawati si ibutangguh perempuanpejuang perempuanpancasila,0.0
119,119,119.0,dengar perang amp perang ketemu cak nun megawati jokowi luhut damai gelap,0.0
120,120,120.0,anda syuhada putra jokowi luhut megawati ruf amin hendro priyono kepala polisi republik indonesia copot kepala polisi daerah copot tahan kepala polisi resor copot tahan kepala polisi sektor copot tahan dir js marga copot,0.0
121,121,121.0,keluarga dewan pimpin cabang partai demokrasi indonesia juang kabupaten sidoarjo selamat hj megawati soekarno putri anugerah times indonesia kategori women of the partai demokrasi indonesia juang pdiperjuanganjatim pdiperjuangansidoarjo,0.0
122,122,122.0,megawati perempuanpejuang zaman banget kontribusi perempuan bangsa negara indonesia ibutangguh perempuanpancasila,0.0
123,123,123.0,megawati soekarno putri women of the jakarta anugerah times indonesia kategori women of the megawati soekarno putri lengkap partai demokrasi indonesia juang pdiperjuanganjabar pdiperjuangankarawang,0.0
124,124,124.0,sekretarieti ya jumuiya ya afrika mashariki eac imeeleza jinsi inavyojivunia na mradi wa ujenzi wa bwawa kuzalisha umeme julius nyerere ambalo baada ya kukamilika kwake hapo juni linatarajiwa kuzalisha megawati umeme,0.0
125,125,125.0,polemik feminisme buku herstory sanding perempuan pro neoliberal megawati sri mulyani usaha produk cantik marta tilaar perempuan juang lawan adil marsinah amp sukinah buku tajuk perempuan tepi sejarah,0.0
126,126,126.0,megawati selamat perempuan indonesia pasal ayat warga negara sama duduk nya hukum perintah warga negara beda pria wanita wanita ibutangguh perempuanpejuang perempuanpancasila,0.0
127,127,127.0,komisi berantas korupsi berani komisi berantas korupsi hagoromo hamura megawati kaguya berani segel mamak komisi berantas korupsi segel mega cipta komisi berantas korupsi mega salah wkwk sumber tera,1.0
128,128,128.0,salampancasila badan bina ideologi pancasila amp purna paskibraka indonesia laksana arah bekal pengarusutamaan nilai nilai ideologi pancasila generasi muda purna paskibraka indonesia h c hj megawati soekarno putri amp link daftar foto,0.0
129,129,129.0,perempuan semangat juang salah tangguh ubu megawati ketua dewan arah sambut acara senyum pertiwi ibutangguh perempuanpejuang perempuanpancasila,0.0
130,130,130.0,posting foto megawati gendong jokowi ketua front bela islam sumatra utara tahan,0.0
131,131,131.0,anak bawa pedang hai megawati jokowi sombong,0.0
132,132,132.0,beban jokowi prabowo satu titip rawat negara mbah momen megawati rumah megawati pamit haji,0.0
133,133,133.0,jokowi butuh sosok menteri ekonomi politik hukum aman susilo bambang yudhoyono era megawati,0.0
134,134,134.0,innalillahi viral samurai anak ancam jokowi megawati ajar ajar nya,0.0
135,135,135.0,matori abdul djalil salah diri partai bangkit bangsa bacok orang tahan hidup alas megawati angkat beliau menteri tahan,0.0
136,136,136.0,residivis era megawati era susilo bambang yudhoyono era jokowi bolak masuk penjara habib rizieq shihab habib front bela islam indonesia nama indonesia umat islam umat islam habis umat islam front bela islam,0.0
137,137,137.0,sekretarieti ya jumuiya ya afrika mashariki eac imeeleza jinsi inavyojivunia na mradi wa ujenzi wa bwawa kuzalisha umeme julius nyerere ambalo baada ya kukamilika kwake hapo juni linatarajiwa kuzalisha megawati umeme,0.0
138,138,138.0,wali kota surabaya tri rismaharini kabar tawar jabat menteri sosial menteri sosial presiden joko widodo serah sepenuh putus kait ketua partai demokrasi indonesia juang megawati soekarno putri,0.0
139,139,139.0,awok awok mega rookie ya bu megawati,0.0
140,140,140.0,colok mata teman gue lupa nama that bitch had it coming pakai crayon bantu dd nyeret kado ulang dd poster bu megawati tau ingetnya,0.0
141,141,141.0,selasa megawati soekarno putri deh facto ketua dasar kena pajak partai demokrasi indonesia hadap wartawan negeri dukung tahan asrama haji sukolilo surabaya pdiperjuanganjabar,0.0
142,142,142.0,presiden nya jokowi megawati sih,0.0
143,143,143.0,mutualan ayo ambisius stis trivia megawati soekarno putri lahir tanggal januari,0.0
144,144,144.0,presiden indonesia soekarno rajin baca soeharto rajin bangun habibi rajin tabung gus dur rajin salat megawati rajin jual aset indosat susilo bambang yudhoyono rajin jokowi rajin ber utang,1.0
145,145,145.0,polisi bukti megawati bicara arwah bapak nih,0.0
146,146,146.0,ketua dewan wakil rakyat daerah marah guru nama anies megawati anggota dewan wakil rakyat daerah pergi psi tes suara marah kadang sudut pandang ukur uang ya tuan poke kulit ari amuk laku moral diam,0.0
147,147,147.0,megawati hasto puan periksa,0.0
148,148,148.0,profesor jenis baca histori pakai skip kolonial loncat orde jepang orde cq partai komunis indonesia memang serobot tanah skip gus dur megawati loncat susilo bambang yudhoyono do have a brain,0.0
149,149,149.0,bu megawati turut sosok tangguh dobrak sistem negara sempat kaum perempuan bela bangsa negara partisipasi perintah ibutangguh perempuanpejuang perempuanpancasila,0.0
150,150,150.0,perempuan indonesia kiprah bawa maju megawati ajak perempuan karya ibutangguh perempuanpejuang perempuanpancasila,0.0
151,151,151.0,puan maharani obrol presiden ri megawati soekarno putri duduk meja presiden ri susilo bambang yudhoyono puan calon presiden partai demokrasi indonesia juang,0.0
152,152,152.0,goblok,1.0
153,153,153.0,ganjar suka banget klaim bohong tular kader kader baznas jawa buka suara gaduh ganjar pranowo dana kader partai demokrasi indonesia juang,1.0
154,154,154.0,kiai dukung ganjar tingkat tahu bahasa arab masyarakat ganjarpranowo ganjar pranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar ganjarpilihanjokowi ganjarpranowofor ganjarpilihanrakyat ganjarhebat ganjaramanah,0.0
155,155,155.0,keren kader partai kasih bantu idam banget ganjar pranowo andrew tate laut,0.0
156,156,156.0,gila duit zakat milik umat comot penting kader partai takut dosa takut kekal abadi neraka,1.0
157,157,157.0,majikannyaa langsung aku salah hapus twitnya anjing jilat jilat pantat majikan bangkai hidup nul,1.0
158,158,158.0,terima kasih,0.0
159,159,159.0,,0.0
160,160,160.0,lord edy detected,0.0
161,161,161.0,do the best for your self,0.0
162,162,162.0,halo the future is here,0.0
163,163,163.0,adhi tugurejo jtg joss caption e,0.0
164,164,164.0,that is our the one leader do now sok suppohim,0.0
165,165,165.0,im coming againt i love arang,0.0
166,166,166.0,cipali gubernur tol road means business not in a small amount,0.0
167,167,167.0,see compared breakdown by subregion on google tren for anies baswedan ganjar pranowo indonesia,0.0
168,168,168.0,auliafebrina diretweet gue komen mbak,0.0
169,169,169.0,promo wisata jawa tol jawa resmi presiden destinasi tarik,0.0
170,170,170.0,pakai no kontak marino cc sok,0.0
171,171,171.0,sebar cc,0.0
172,172,172.0,nama kompak bangun jokowi bangga tol trans jawa jalan bangun sandiaga uno fakta,0.0
173,173,173.0,ya tema,0.0
174,174,174.0,seringkali beda pilih silaturahmi satu,0.0
175,175,175.0,alhamdulillah rupiah mnpanjenengan mahal murah,0.0
176,176,176.0,aksi panjenengan,0.0
177,177,177.0,tonton bareng liverpool,0.0
178,178,178.0,and that si i pray unlimited anggar dapat belanja negara,0.0
179,179,179.0,east wonogirich,0.0
180,180,180.0,video help me,0.0
181,181,181.0,terima kasih my presiden,0.0
182,182,182.0,video please,0.0
183,183,183.0,for young girl,0.0
184,184,184.0,kroya kotasatria achmadhusein ning endi min,0.0
185,185,185.0,bayar bersih layan cc,0.0
186,186,186.0,dana desa desa hayo tahu kantor desa,0.0
187,187,187.0,wajah masjid baiturrahman semarang masjid baiturrahman semarang milik tampil proses rehabilitasi sabtu gubernur jawa ganjar pranowo lalu potong pita tanda selesai kerja,0.0
188,188,188.0,jalan perintah provinsi perintah kabupaten bayar,0.0
189,189,189.0,nyata novel ganjar pranowo bikin heboh warganet berita hari,0.0
190,190,190.0,tim jtg rapat koordinasi evaluasi pimpin sekda ics bantu jtg terima bup pandeglang penuh bahagia peduli masyarakat pandeglang pribadi amp lembaga haru amp ucap tks perintah provinsi jtg gubernur ganjar pranowo amp wakil gubernur amp titip salam,0.0
191,191,191.0,palang merah indonesia kebumen kirim paket bantu kerja bakti baik tanggung dadali dukuh balo desa camat adimulyo minggu kebumen pb palang merah indonesia sugiono pranowo,0.0
192,192,192.0,mantan pimpin komisi ih dewan wakil rakyat ganjar pranowo gubernur jawa,0.0
193,193,193.0,gubernur jawa ganjar pranowo milik biasa bawa tumbler,0.0
194,194,194.0,selamat malam minggu gubernur ganjar pranowo hormat tuju senang tengah keluarga ajar jarang jabat tks ganjar ajar jarang bolak,0.0
195,195,195.0,sempat ganjar yasin jawa gayengg ganjar yasin menang ganjar yasin inap rumah warga tradisi ganjar pranowo ganjar yasin menang ganjar yasin ganjar yasin,0.0
196,196,196.0,sarasehan sujiwo tejo ganjar pranowo gor pandanaran wujil bergas,0.0
197,197,197.0,iya we can,0.0
198,198,198.0,ah malas,0.0
199,199,199.0,imposible,0.0
200,200,200.0,preeeeet,0.0
201,201,201.0,gembeeeesss,0.0
202,202,202.0,keren bro,0.0
203,203,203.0,okee,0.0
204,204,204.0,amin,0.0
205,205,205.0,jokowi lawan prabowo jokowi lawan prabowo ridwan kamil lawan prabowo ganjar pranowo lawan prabowo risma lawan prabowo kaesang pangarep lawan prabowo ethes lawan prabowo upin ipin lulus kuliah haha,0.0
206,206,206.0,rg ridwan kamil ganjar pranowo,0.0
207,207,207.0,suka video ganjar pranowo tangkap basah pungut liar samsat kota magelang,0.0
208,208,208.0,gubernur jawa ganjar pranowo milik biasa bawa tumbler ayo bawa tumbler gembes air kurang sampahplastik zerowasteid,0.0
209,209,209.0,see interest over time on google tren for anies baswedan ganjar pranowo indonesia ganjar pranowo suka warganet banding anies baswedan,0.0
210,210,210.0,gaya kampanye calon gubernur jawa ganjar pranowo beda ganjaryasinmnang ganjar yasin partai demokrasi indonesia juang pilgujateng,0.0
211,211,211.0,gubernur ganjar pranowo provinsi jawa terima dana desa besar indonesia rupiah triliun gubernur,0.0
212,212,212.0,ganjar pranowo cinta idola ibuibu idola,0.0
213,213,213.0,ganjar pranowo pilih tidur rumah warga desa kunjung daerah biasa kampanye pilih gubernur jawa ganjaryasinmnang ganjar yasin pilgubjateng,0.0
214,214,214.0,ganjar pranowo bentuk karakter tanggung pramuka,0.0
215,215,215.0,ganjar pranowo usul anggar dapat belanja daerah gotong royong bantu korban tsunami,0.0
216,216,216.0,uwuwu bebas penjara fokus ya ahok emmm maybe pilih presiden saing ridwan kamil ganjar pranowo bu khofifah bu risma anies baswedan sandi uno oh iya mahfud md agus harimurti yudhoyono mudah ferguso wkwk,0.0
217,217,217.0,selamat malam temanlantas songsong moga sadar jaga selamat kendara tingkat satlantaspemalang condrokirono,0.0
218,218,218.0,pagiie sobatwisata admin amp kasih info tarik ikut jalan ya desa wisata panusupan ubud nya purbalingga visitjawatengah jawa gayeng jtg vidiopart,0.0
219,219,219.0,kakmin kasih info distribusi air sambung kunci tingkat indeks tanam ip amp luas tanam pengaruh tingkat produksi wujud prestasi bangsa indonesia lumbung pangan dunia,0.0
220,220,220.0,infobrttransjateng ubah jam ops rute moga st tawang bawen senin desember sehubngn malam ganti terima kasih jtg jawa gayeng,0.0
221,221,221.0,kerja bakti minggu desa kamolan kabupaten blora tutup bobol tanggul kiri sungai ploso akibat banjir perintah desa serta warga dinas kerja rumah rakyat kabupaten blora jawa gayeng jtg,0.0
222,222,222.0,kualitas kayak komisaris badan usaha milik negara sih kali jokowi kritik cari orang kr gelar ajar didik rekrut anak bangsa bangun optimisme loyal negara jilat contoh surat pemberitahuan tahun jonan bu sus,1.0
223,223,223.0,beli buah pasar babat beli sofa tawangmangu selamat ulang kasat sehat sukses selamat ulang kakak jawa moga sehat sukes lindung allah subhanahu wa taala amin jtg,0.0
224,224,224.0,siang twit info grafis progress guna kartu tani jawa jtg,0.0
225,225,225.0,gubernur jawa ganjar pranowo momentum operasi tol trans jawa lintas jawa buka akses obyek wisata liburasyikkarenajokowi,0.0
226,226,226.0,ganjar pranowo usul anggar dapat belanja daerah gotong royong bantu korban tsunami viva,0.0
227,227,227.0,jokowi lawan prabowo jokowi lawan prabowo ridwan kamil lawan prabowo ganjar pranowo lawan prabowo risma lawan prabowo kaesang pangarep lawan prabowo ethes lawan prabowo upin ipin lulus kuliah haha,0.0
228,228,228.0,ganjar pranowo bentuk karakter tangguh pramuka via tribunjateng,0.0
229,229,229.0,fokus haha lawan ridwan kamil ganjar pranowo bu risma bu khofifah anies baswedan sandi uno oh iya mahfud md agus harimurti yudhoyono mudah ferguso,0.0
230,230,230.0,dokumentasi kondisi desa kandang timur wetan kali comal aktivitas tani lahan tani padi desa kandang dok menit kandangdesaku desapintar,0.0
231,231,231.0,amp masyarakat desa jumeneng camat mranggen kabupaten demak bantu komunitas angling darmo bahu bahu isi tanah kedlm karung plastik tinggi tanggul antisipasi banjir limpas air sungai dolok demak jawa gayeng,0.0
232,232,232.0,damping giat pktd normalisasi salur irigasi desa ngadiwarno sukorejo vol x x anggar rupiah pendampingkendalhandal kdl jtg,0.0
233,233,233.0,kurang peluang menang ramai saing sehat monggo rajin ramai senang hati cc,0.0
234,234,234.0,samsat siaga wonosobo layan masyarakat camat kalibawang sekolah dasar kantor camat kalibawang sabtu hadir kalibawang ya luuurs jawa,0.0
235,235,235.0,bib sabar santun sih ya,0.0
236,236,236.0,rakyat njur bingung jabat beda jelas kait bijak bangun rakyat rasa efek bangun infrastuktur usaha real estate,0.0
237,237,237.0,jokowi lawan prabowo jokowi lawan prabowo ridwan kamil lawan prabowo ganjar pranowo lawan prabowo risma lawan prabowo kaesang pangarep lawan prabowo ethes lawan prabowo upin ipin lulus kuliah haha,0.0
