,Unnamed: 0,Tweet,label
66,66,iya kampung alay tonton bola singapura johor malaysia uniform resource locator,0
67,67,cebong bang akut komentar nomor wahid literasi valid dungu,1
68,68,tidur kampang,1
69,69,ahok ya,0
70,70,keling kalinga from rong mahawangsa kedah annals abt raja mahawangsa raja maha vamsam tamil raja fm great race pergi back b century the st sultan of kedah had indian tamil hindu buddhist thailand malay link converted,0
71,71,banci banget anjing mantan,1
72,72,jahat perang nazi adolf eichmann arsitek solusi nazi cari dunia musnah orang orang yahudi eropa,0
73,73,ton benih hortikultura tembus pasar ekspor negara,0
74,74,iya suara kayak tahan changi dengar kayak banci,0
75,75,sadar anak bangsa pertiwi diporakporandakan manusia biadab aktor utama,1
76,76,haha goblok kecebong tertawa ketawa rekening bego xf xf x x,1
77,77,lepas orang cinta sulit banding terima cinta asing hati,0
78,78,usaha lengser jokowi tangkap makar polisi takut ya,1
79,79,siswa tolak berita hoaks pilih kepala daerah kota diri jalan damai,0
80,80,bela partai komunis indonesia muncul banyak bela rezim bela ahok komunis cina peran waspada darurat partai komunis indonesia,1
81,81,stigma babi milik tuhan sih ahok kafir,1
82,82,ulah asing kaum tagar be like,1
83,83,buka youtube nongol video lucinta luna mulu sih tonton browsing malas kayak sih bencong,0
84,84,sawer jawa sawer dirman ida sudirman said ida fauziyah sudirman said bicara jabat periode,0
85,85,bajar timor leste pribumi milik daulat timor leste etnis cina penghianat perompak ahok,1
86,86,sadar rezim sempat neo komunis bangkit,1
87,87,cebong doang tukang amuk,1
88,88,nama titit tutut,0
89,89,teman sekolah dasar katolik gue pintar juara mana uji masuk guru nasional kecuali sih juara semester oi,0
90,90,alah sok sedih paling respon kau bodoh ah capai kak xf xf x xad,0
91,91,jiah media sosial lantang lae kasih sempat debat culun plonga plongo xf xf x x xf xf x x xf xf x x xf xf x x,1
92,92,sok dick end kontol,0
93,93,papa buat adek ih najis banget papah ngewe neomu neomu jijik,0
94,94,dasar sarap,1
95,95,alhamdulillah gera mas oknum oknum jahat tunggu moga golput lengser jokowi,1
96,96,barel duga bom,0
97,97,ya rezim suka ramai susah,0
98,98,kuat perangai manusia babi,0
99,99,alhamdulillah bang hasil polling google kemarin,0
100,100,solusi haha dana haji ambil infrastruktur duit badan selenggara jamin sosial buruh ambil rakyat peras solusi goblok jilat tolol,1
101,101,tenaga kerja indonesia haji uma terima kasih ketua satu anak nanggroe aceh kana malaysia warga aceh malaysia sumbang bantu proses pulang jenazah nurl,0
102,102,wakil gubernur daerah khusus ibukota hebat,0
103,103,sih mae mental perang nya keren teel minggat nyungsep layan gue cebong tetes wkwk modar dadak xf xf x xd xf xf x xd xf xf x xd xf xf x xd,1
104,104,coba pap pas hun nete gue percaya wkwk,0
105,105,al habib zain bin smith sungguh komentar buruk ulama gunjing adu domba dosa laku hukum fasik,0
106,106,program bangun pusat olahraga seni budaya kota kabupaten asyikmnang asyikmnang,0
107,107,lt butuh terima asal antek antek ayah pegawai cari muka anak angkat sayang isaac mulia hidup mandiri sulit,0
108,108,hukum surat pemberitahuan tahun negeri mata remaja labil mata sipit hina presiden simbol negara sepi berita indikasi anggap bebas ekspres anggap lucu pikir dah gue mah,1
109,109,sabar uji nya kayak babi,0
110,110,cebong puji prestasi nya presiden jokowi kampret nyinyir pakai bumbu fit xe x xa,1
111,111,nasib ulama indonesia sedih surat pemberitahuan tahun rohingya kritik makar masuk sel rezim jahat anti islam diktator,1
112,112,sok tau tai cicak,1
113,113,iya ngeri stabil finansial xf xf x x teman serah tenaga kerja indonesia tenaga kerja wanita pas meni butuh biaya modal kali ya xf xf x x,0
114,114,kulit sensitif nih pantang sikit je monyet,0
115,115,ya minimal kontol perang,0
116,116,anjir cebong dungu belaga keren sok nasehat,1
117,117,moga panglima tentara nasional indonesia selamat negara satu republik indonesia jual aset negara antek antek komunis,1
118,118,ada tips baru freelance writer chat,0
119,119,bicara joko beras impourl,1
120,120,bocah cilik suka banget pisang monyet,0
121,121,agama agama katolik ateis bagi berita tolong terjemah lagu islami senang hati bantu ya publikasi,0
122,122,efek ajar bani cingkrang jidat hitam pantat panci,1
123,123,calon presiden janji lunas hutang indonesia umrah orang pilih,0
124,124,malaysia milik harap amp rakyat tolak rejim najib razak pru maaf ya milik umno bongok,0
125,125,xf xf x xa dek cinta cinta allah xf xf x xf xf xf x xa iya mas jua cinta xf xf x xa hijrah rajin ibadah pintar aji rabi xf xf x xa,0
126,126,cina senang indonesia susah canda sih encek diri csis harry tjan silalahi an,1
127,127,gebuk pasu congor buat rusuh sikat habis kasih kendor makhluk sontoloyo,1
128,128,katolik data keluarga rapi pisah monitor hilang keluarga,0
129,129,nyata khianat bangsa ganti presiden,1
130,130,aku islam bela nista agama kedok juang ham hamburger kali orang tau check it out ustad,0
131,131,jabar sempurna cebong otak,1
132,132,malas kirim maki sipit xf xf x x,0
133,133,alah drama banget bangsat,1
134,134,wajar ip puji jokowi gubernur bawah presiden gue kader partai adil sejahtera paksa puji jokowi mampu ayo gabung ganti presiden,1
135,135,masyarakat sastrawan lestari budaya hilang buka mata kepala calon pilih pimpin bangsa,0
136,136,indonesia republik berisik presiden lengser jokowi,1
137,137,suku mosuo batas cina tibet suku laku poliandri wanita suam kepala keluarga pegang aneh dunia,0
138,138,wakil gubernur daerah khusus ibukota jakarta aquathlon rangkai acara riah canang ulang daerah khusus ibukota gelar pulau tidung pulau ribu mei,0
139,139,medali indonesia olimpiade sembah orang kristen mikir,0
140,140,freeport tarung ring rupiah hajar babak bur politis ngehek kampanye jokowi antek amerika,0
141,141,x sangka bodoh pikir wanita islam jijik oke,1
142,142,program modal bacot doang,1
143,143,selamat ya kampret merah iya kampret,1
144,144,orang bodoh idiot orang idiot bodoh haha,0
145,145,kristen tapirin haram haram,1
146,146,tahan tai,0
147,147,xf xf x xad xf xf x xad xf xf x xad ikut salah satu paksa tuyul lo senang baca tulis,0
148,148,nak lihat istana seberang doa ayah rakyat nak moga pimpin tinggal pulang kampung halaman tinggal ganti presiden,1
149,149,harga lembek antek komunis keras anti kepala polisi republik indonesia politic id,1
150,150,selamat anjing ayo ah bari minum kopi tonton seni budaya sunda wayang golek mana anu hadir,0
151,151,haha tangkap tangkap ya jokowi uniform resource locator,1
152,152,sekolah free class mulu nik tar bego kayak gue xf xf x x,0
153,153,sombong jomlo menang gue dasar manusia homo,1
154,154,anut agama syiwa buddha padu buddha hindu bal sejahtera sisi spiritual buka jalan,0
155,155,bersih bangsat tisu bekas kelap silit aduh ribet sih ppl,0
156,156,gubernur ahmad heryawan klaim musabaqah tilawatil quran kali bagus baik pasal,0
157,157,sikap politik donald trump sudut umat islam tarik dukung politik united state of america yahudi baik,0
158,158,antre jam edan bonek xf xf x x xf xf x x xf xf x x,0
159,159,moga persija contoh klub ramah saudara fabel panitia laksana sedia tiket khusus difabel nya mudah bangku khusus difabel duduk aparat aman sayang banget,0
160,160,demo jilid jilid polisi periksa sih busuk,1
161,161,intelligence quotient lihat langgar ham myanmar usir duta myanmar usir orang agama buddha indonesia,1
162,162,ku bangsat,0
163,163,politik ya om khianat untung asing ya harga jabat super kasih asing,0
164,164,double fuck kontol uniform resource locator,0
165,165,ya allah xl kampret koneksi,1
166,166,pagi buta,0
167,167,dek sipit sih adik teteh sipit nih kasih lihat foto sipit banget adik tau teteh sipit,0
168,168,riza wahyu pratama aneh bin ajaib gaji gubernur bi presiden besar,0
169,169,rakyat demo bubar dewan wakil rakyat sih jago korupsi,1
170,170,by the way teman teman katolik kelas pra nikah,0
171,171,gue sekolah dasar murid islam orang sedia guru agama musala mana cisauk murid kristen guru agama kristen ajar agama kelas nilai ambil sekolah minggu,0
172,172,by kempisin pakai memek,0
173,173,mampus jawab salah,1
174,174,nakal bajing proses jalan dewasa penuh idealisme,0
175,175,jual beli ijab kabul jual beli al mu atuh sisi mazhab syafii sah ulama mazhab syafii al nawawi al baghawi etc sah pandang pakai kara,0
176,176,mayoritas rakyat filipina agama katolik xf xf x xe,0
177,177,asumsi satu partai politik kanan kristen umat kristiani indonesia satu pilih pds pilih pilih ikut oleh juta suara juta pilih kristen,0
178,178,gambar no kayak bahas kelas rezim uang,0
179,179,next fatwa haram dukung pilih sih a kubu b jual yakin kubu a biar kubu b dongok,0
180,180,tahun ratus masyarakat adat badui serah hasil panen seba serah bapa gede bupati lebak gubernur banten sebabaduy dw,0
181,181,chelsea sampah sarap,1
182,182,film dono,0
183,183,cebong kayak dongok abadi nasiiib nasib xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x,1
184,184,warga pribumi asli tenaga ilegal tenaga kerja asing rambah seluruh pelosok nusantara ntb waspada waspada ngergaji ngantipresiden uniform resource locator,1
185,185,janji jokowi menang mal amp pasar tradisional uniform resource locator,0
186,186,teroris buddha rendah al alquran,1
187,187,temu lembaga budaya muhammadiyah ketua dewan wakil rakyat warta kota,0
188,188,sokong lindung ahli ltte liberalisasi tamil tiger elam teroris hindu sri langka lindung du asia,0
189,189,kuat islam roboh rezim dukung anti islam,1
190,190,kom rapat ahmadi nur daerah pilih pagu anggar dewan wakil rakyat,0
191,191,xc xa xc xa orang asing oke,0
192,192,lengser jokowi dodo aman tentram negeri,1
193,193,keren bang ulas mantap lanjut juang bela rakyat lemah nan lengser jokowi,1
194,194,sih kutil babi leceh pribumi umat islam iklan ahok jahat,1
195,195,video call sofiya and guest orang partai komunis indonesia baju and seluar discussing twinsgoal,0
196,196,dengar pepatah proses hasil gue sih kasih appreciate banget tim juang perform cacat keren banget,0
197,197,haha pepatah laden orang dungu debat gue amin deh,0
198,198,maaf foto halte taman anggrek tolong nama si parman pisah nama podomoro city nama pahlawan revolusi elok tulis si parman podomoro city,0
199,199,gue ngewe,0
200,200,yoyakarta sejarah saksi bisu proses mana maksimal milik otak pikir keras tangan multi tasking tubuh fit kaki tegap diri kuat kon,0
201,201,buddha teroris,1
202,202,ajar pakai hati lihat hati nalar mati,1
203,203,otak ya pakai mbak tolol,1
204,204,cebong otak buntu juta rakyat indonesia bingung cari ganti jokowi,1
205,205,expect lepas tangan kerja lecturer ape lancau sial cina nih,1
206,206,lindas mencret,0
207,207,jatuh timpa tangga alami ramli anwar pegawai pajak kena ott peras korban rupiah juta ramli pecat via,0
208,208,ahok bebas syarat hidup markas komando nyaman nyaman rejim kacung sifat cina penghianat,1
209,209,buzzer partai politik sibuk naik rating partai politik liberal syiah amp komunis sibuk jual sekte agama ncbi sibuk jual junjung periode bani jamban sibuk muja napi transparan lalai,1
210,210,banget indah alam budaya kait jokowi sayang papua,0
211,211,ahok korban gubernur senyum penuh menang bau busuk anyir simbah nanah luka sara cenderung cuci tangan,1
212,212,mahakarya gebyar pesona budaya garut gebyar pesona budaya garut,0
213,213,jil jin selamat nusantara agenda tokoh nu struktural,0
214,214,bro psi isi sontoloyo bro salah lindung usaha,1
215,215,baca mas baca belah istri kali habis baca langsung ngewe he he,0
216,216,bacot kampang,1
217,217,akun anak partai komunis indonesia,1
218,218,temu tokoh agama non muslim deh imbang,0
219,219,kwon agama kristen,0
220,220,suciwati munir percaya jokowi bisa bicara doang uniform resource locator uniform resource locator,1
221,221,rakyat peluk mundur jokowi,1
222,222,aktris deh tar transgender aktor,0
223,223,iya bencong idiot surat pemberitahuan tahun pakai foto aku asli,1
224,224,ya sila ganti pakde sportif elegan gera subuh kental unsur politis tekan lebar mana,0
225,225,pergi antah antah hilang baur orang asing asing,0
226,226,pipis onta lihat wajah,1
227,227,even muka bersih mulus cacat mesti rawat darling forever tambah umur kulit tambah tua polusi,0
228,228,iya camil tai onta sih,1
229,229,lesbi nih mampus ah babi sial nih uniform resource locator,0
230,230,prabowo berantas tindas muslim banget adil pimpin bilang berantas tindas agama,1
231,231,gue iya deh buka kacamata teman gue bilang sipit banget woi beda pakai kacamata xf xf x x xf xf x xc,0
232,232,komisi berantas korupsi periksa gubernur sumatra utara calon wakil gubernur ijeck sah,0
233,233,cina anjing uniform resource locator,1
234,234,rehabilitasi salah nal xe x xa,0
235,235,mujahid kasar hina ulama haram hukum pilih wakil rakyat partai hina islam ulama muslim dus partai islam khianat muslim indonesia,1
236,236,rezim soeharto lepas freepodemi kuasa jokowi anulir pp keluar susilo bambang yudhoyono salah hitung biaya keluar sesuai divestasi saham rampas,0
237,237,inus modus antek kaum liberal syiah yahudi hancur islam ahlusunah sunnah,0
238,238,pilih kepala daerah daerah khusus ibukota dengung agama pilih presiden dengung ganti presiden takjil label ganti presiden dasar munafik,1
239,239,orang gek bagi bagi motivasi dikon atraksi gendeng hina kafir cebong tai lancung seko mentok sing gek rami ah jolodong,1
240,240,sakit perut beli goreng mencret mas,0
241,241,sinting sp tanggal maret rencana kirim maret xf xf x x xf xf x x xf xf x x xf xf x x modar,0
242,242,ganti presiden pilih kepala daerah daerah khusus ibukota singkir ahok insya allah ganti presiden,1
243,243,presiden impor banget wajib ganti presiden,1
244,244,rakyat laukribu pakai telur paruh xf xf x x ribu ribu xf xf x x bajing gendut tai hidup berkah ngantipresiden,1
245,245,wajah wajah orang kafir muram,0
246,246,orang sipit mu rusak moral anak tanggung bikin video pers,0
247,247,bodoh pancasila undang undang dasar tap majelis musyawarat rakyat no final partai komunis indonesia larang kecebong rayu rayu presiden atur perintah ganti undang undang,1
248,248,wkwk antek amerika pasang badan saham freepodikuasai indonesia,0
249,249,xf xf x x xf xf x xdyg alah yahudi,0
250,250,tau tanda kuasa saham private finance initiative teriak pro asing ketua majelis musyawarat rakyat paksa private finance initiative kasih saham indonesia,0
251,251,heboh berita database bocor simpan negeri invasi tenaga kerja asing cina buat barak barak papua xf xf x x uniform resource locator,0
252,252,stereotip kayak orang muslim benci anjing xe x xb xef xb xf bos katolik x ajak ketemu klien pastor kenal mas don cinta anjing lo romo,0
253,253,partai adil sejahtera sepakat tuju pilih kepala daerah kembali dewan wakil rakyat daerah,0
254,254,prof sikap orang kristen rumah muslim sebar agama kristen sekte jehovah,0
255,255,tai sih nih orang,1
256,256,anjing,1
257,257,sis suka sis cakap je muka sis puas hati amp perangai bodoh sok hidup bahagia muka seri seri duit pokok subur cemar kesan rumah hijau,0
258,258,uniform resource locator lt unduh ngentot toilet sekolah bispak porno bokep,0
259,259,denise leith rezim soeharto saham persen freepotak langsung penuh minta soeharto freeport,0
260,260,bilang bajing kasih surat cinta komisi siar indonesia sih,0
261,261,dasar kaum onta bacot gede istigfar,1
262,262,haha beda bandara tumpang negara jalan kabupaten rambu tulis cina banget jajah cina,0
263,263,israel undang yahudi dunia tinggal israel warga israel turun orang tua nya negara arab,0
264,264,geblek tanda ya wkwk,1
265,265,muslim moderat sasar tembak buang islam majelis ulama indonesia duga tembak tuju,1
266,266,ya gue balas sakit jiwa ettt laki banci uniform resource locator,1
267,267,heran cowok normal suka ngelonte enak sih buang pejuh doang enak lonte genjot bayar idih goblok main gay maniak hyper jamin puas lahir batin puas lonte lonte parasit omong,0
268,268,bhayangkara bina aman tertib masyarakat desa cantik kades bina suluh cipok jelang pilih kepala daerah serentak klik,0
269,269,udeeeh biasa tidur mobile data amp wifi off all apps removed malam kacrut laugh out loud wine tunggu x plus xf xf xa xaa xf xf x xd,0
270,270,anjing cacat orang kayak suruh pegang gangang badminton jadi main gitar belaga banget alah,1
271,271,jablay kelas,0
272,272,kangen gue edan,1
273,273,moga ketemu presiden istana presiden bogor,0
274,274,babi iya sih ahok kayak babi,1
275,275,film tayang spoiler bacot anjing,1
276,276,wakil gubernur babel abdul fatah syukur serta event sungai liat triathlon tambah nilai event,0
277,277,lengser jokowi main hukum,1
278,278,iya klarifikasi deny hantam dasar kutuk,1
279,279,tolak reklamasi mari tuntut batal reklamasi via uniform resource locator,1
280,280,hem mantap enak pasang suami istri kurang ngentot nya puasa jadi mlsan keramas,0
281,281,bajing nasi padang,0
282,282,legislatif gagal ambil calon wakil bego,0
283,283,bani bahlul kumpul xf xf x x bodoh,1
284,284,pura buta xf xf x x,0
285,285,benci islam kadang asa presiden taat agama konotasi anggap antek asing komunis sungguh nge surat pemberitahuan tahun,0
286,286,saudara cinta agama negara umat islam bangkit gerak ganti presiden satu gerak presidenbaru,1
287,287,temu lelaki puja ku panggil gendut mantap hati diet roda putar jfc colour day uniform resource locator,0
288,288,sektor ikan budidaya milik potensi dongkrak tumbuh ekonomi,0
289,289,timnas cacat mental prestasi km toreh indonesia ketua mundur o orang edan jabat,1
290,290,yooo om wajah see asing ya rusak nama indekos mifthakul jannah wkwk,0
291,291,admin gerindra pamer pintar,0
292,292,jalan hidup munafik profesional coba pura pura apa,0
293,293,ganti presiden insyaallah tgbzainulmajdi tuan guru bajang pimpin umat tgbforindonesia tuan guru bajang,1
294,294,urus mantan habis omong aneh mantan mantan gue pas nikah nlp gue kayak orang doa restu minggu nikah ajak camping geblek,1
295,295,ekonomi salah ilmu sosial ajar aktivitas manusia hubung produksi distribusi konsumsi barang jasa,0
296,296,ayo bangun daerah papua provokasi antek asing berita video hancur sesat,0
297,297,aparat keparat,1
298,298,cultural amp critical studies alhamdulillah lulus ku lepas derita,0
299,299,bilang racist dukung lgbt fuck off,0
300,300,ganyang partai komunis indonesia tentara nasional indonesia uniform resource locator,1
301,301,media antek komunis waspada partai komunis indonesia uniform resource locator,1
302,302,bodoh goblok,0
303,303,tuan guru bajang dukung jokowi lupa fiktif tuan guru bajang maki bandara singapura warga negara indonesia tionghoa tokoh fiktif,0
304,304,when i stato pakai hijab baju partai komunis indonesia long sleeve and cari tutup bontot smpi biasa,0
305,305,mantap bravo pasang ideal cocok tumbang kaum antek cina,1
306,306,hebat ya jokowi idola menteri muda malaysia kampret amp onta cibir prestasi presiden,1
307,307,indonesia lawyers club aku islam sok debat partai dukung nista agama nurani mana ganti presiden,1
308,308,butuh laki setia laki bajing xf xf x xbf xf xf x xbf,0
309,309,solo trip seoul tau bahasa ketemu orang ajak obrol english ada pakai japanese tari orang asing ketemu orang j,0
310,310,jilat memek,0
311,311,li,0
312,312,morgan agama yahudi kristen islam suku maya hindu buddha cari kiamat the story of god,0
313,313,berisik makan autis,1
314,314,ulama reaksi gila hina islam nila dunia agama,1
315,315,gubernur presiden wibawa berani tatap lawan bicara penuh percaya beda banget,0
316,316,mukmin adil musyrik kafir zalim,1
317,317,heran pintar bani onta b go nya,1
318,318,makkah negara merdeka pimpin orang kafir quraisy wilayah surat pemberitahuan tahun tabuk khaibar hunain thaif takluk atas,0
319,319,pilih kepala daerah sejuk elite pancing gaduh presiden simbol utama negara perilaku menentramkan,0
320,320,wajar kivlan zein benci partai komunis indonesia wajar partai komunis indonesia benci simpatisan darurat partai komunis indonesia uniform resource locator,1
321,321,sepupu bos gue facebook nama sin ting orang indonesia baca nama facebook nya wa tertawa wa bilang sinting bahasa indonesia crazy tertawa,0
322,322,member ikon banding b i ekor binatang b i monyet pintar,0
323,323,indonesia bangun hambalang teror reklamasi cina meikarta lancar aman,1
324,324,bicara ahok imajinasi tinggal tunggu lantik gubernur baur sara anies sandiaga uno oktober,1
325,325,nomorkoruptor negeri korup asuh cina babi uniform resource locator,1
326,326,haha bom komen he,0
327,327,jokowi takut kalah promo kumpul tipu andal wakwawww,1
328,328,badan usaha milik desa dunia menteri desa pdt transmigrasi dorong cepat bangun desa indonesia xe x xa,0
329,329,retweet hijab sange entot nblowjob kontol hijab ngentot orang hijab sepong kontol nsangeberat san xe x xa,0
330,330,retweet gadis bandung cantik ngentot pacar hotel nhorny memek colok memek colok memek jembut memek becek xe x xa,0
331,331,rezim mulut kotor junjung ng umat pecah belah muslim non muslim akur biar pilih beda pilih kepala daerah pergi mungut suara jalan junjung bik,0
332,332,usir cina bala mongondow juragan ng,1
333,333,paham hina situ pandang tuhan kepala takabur sombong zat nya air maksud suci allah angkat drajat manusia makhluk tinggi banding malaikat jin iblis hewan,0
334,334,gue bicara kasar goblok doang,0
335,335,one more now who is responsible syed musharraf syed azhar hamdi pratyaya rajkumar likok parmeswar basumatary sih das nilanjan deb,0
336,336,mas erti redam konflik negara stabil isu bikin rusak ekonomi ekonomi luas sempit,0
337,337,budak sekolah agama malaikat tolong tegur salah,0
338,338,jabat agama kristen mana garam terang korupsi,0
339,339,sukses cerita ganjar pranowo gubernur jawa lupa ngawur pilgubjateng ganjar yasin ganjar yasin jatenggayengxlagi partai demokrasi indonesia juang kandangbantng,0
340,340,mampus diare,0
341,341,habis dana kah proyek strategis batal proyek kereta api jambi palembang bangun rel kereta api kalimantan timur sistem sedia air minum sumatra utara bendung sulawesi amp kawasan ekonomi khusus raup,0
342,342,monyet xf xf x x ahok tutup bukti langgar anies tutup alexis izin panjang t xe x xa,1
343,343,bubar partai komunis indonesia orde orde pas lanjut berantas partai komunis indonesia,1
344,344,gaji anggota dewan wakil rakyat anggar dapat belanja negara sah tau,0
345,345,deklarasi pilih kepala daerah aman anti hoaks warga penjara jabon,0
346,346,si tante pamer bokong alam jadi lirik nmmm lumayan iseng,0
347,347,adik maling kerja maling mati maling anak haram kontol,1
348,348,noob sedih,0
349,349,uang puluh triliun inalum hasil merger badan usaha milik negara tambang ujung saham badan usaha milik negara tambang jual asing divestasi free poartinya perintah,0
350,350,anjing gatel sok jual mahal banget asuuuuuuuuuuuuu,1
351,351,rezim kuras papua rasa hasil tambang freeposemoga papua maju ekonomi rasa indonesia,0
352,352,haha pikir pintar berak sekebun tertawa sok iya banget goblok banyak makan tai ahok pakai ngeles dasar cebong kafir intoleran sara munafik goblok haha,1
353,353,coba tunjuk pakai diagram walrasian overheating ekonomi,0
354,354,aneh dungu pelihara,1
355,355,gembel bengal ya,0
356,356,bangga gubernur indonesia omong no teks,0
357,357,gue suruh tinggal hutan laksana jaga diri tertawa monyet hutan,0
358,358,ngobelin memek jilat klitoris hhhmmm,0
359,359,presiden muka doang sok rakyat sok asyik motor batang bijak cekik rakyat miskin kaum buruh ganti presiden semangaattt,1
360,360,bahaya pagi mules moga tai haid,0
361,361,anjing ahok kaum babi bacot duel gue,1
362,362,dukung deh ahok dukung rakyat paham cerdas bual pimpin uniform resource locator,1
363,363,nih panggil hormat mulia kerja bikin kacau negara ayo ramai golput dewan wakil rakyat bubar dewan wakil rakyat,1
364,364,jokowi presiden indonesia mundur,1
365,365,cakap ya monyet nya uniform resource locator,0
366,366,mata hati kelilip harta buta cinta,0
367,367,monyet turun mukim warga cibadak sukabumi uniform resource locator,0
368,368,goblok malas lihat lapor doa juara,0
369,369,selamat natal xf xf xa x hehe dasar sih admin bolot xf xf x xd,1
370,370,bayang asa mbak memberitahu beliau disabilitas balas mati bajing xf xf x xad xf xf x xad xf xf x xad,1
